Campus,Location,Student Path,Entry Status,HEGIS at Exit,Major at Exit,NAICS,Industry of Employment,# of Students Found 5 Years After Exit,Median Annual Earnings 5 Years After Exit,Average Annual Earnings 5 Years After Exit
70,Northridge,1,FTF + FTT,5151,Human Resources/Personnel Management,55,Management of Companies & Enterprises,,,
70,Northridge,1,FTF + FTT,5151,Human Resources/Personnel Management,56,Admin & Support & Waste Mgmt & Remediation,14,"$45,491","$45,500"
70,Northridge,1,FTF + FTT,5151,Human Resources/Personnel Management,61,Educational Services,6,"$35,461","$37,520"
70,Northridge,1,FTF + FTT,5151,Human Resources/Personnel Management,62,Health Care & Social Assistance,18,"$40,368","$44,015"
70,Northridge,1,FTF + FTT,5151,Human Resources/Personnel Management,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTF + FTT,5151,Human Resources/Personnel Management,72,Accommodation & Food Services,6,"$44,973","$49,863"
70,Northridge,1,FTF + FTT,5151,Human Resources/Personnel Management,81,Other Services,,,
70,Northridge,1,FTF + FTT,5151,Human Resources/Personnel Management,92,Government,7,"$59,690","$62,076"
70,Northridge,1,FTF + FTT,5151,Human Resources/Personnel Management,,Wages - No NAICS Code,9,"$13,718","$22,187"
70,Northridge,1,FTF + FTT,5995,Business Law,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,1,FTF + FTT,5995,Business Law,22,Utilities,,,
70,Northridge,1,FTF + FTT,5995,Business Law,23,Construction,,,
70,Northridge,1,FTF + FTT,5995,Business Law,31-33,Manufacturing,8,"$50,728","$52,349"
70,Northridge,1,FTF + FTT,5995,Business Law,42,Wholesale Trade,,,
70,Northridge,1,FTF + FTT,5995,Business Law,44-45,Retail Trade,10,"$18,295","$25,948"
70,Northridge,1,FTF + FTT,5995,Business Law,48-49,Transportation & Warehousing,,,
70,Northridge,1,FTF + FTT,5995,Business Law,51,Information,5,"$58,829","$53,027"
70,Northridge,1,FTF + FTT,5995,Business Law,52,Finance & Insurance,18,"$54,746","$66,307"
70,Northridge,1,FTF + FTT,5995,Business Law,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTF + FTT,5995,Business Law,54,"Professional, Scientific, & Technical Skills",22,"$50,791","$62,093"
70,Northridge,1,FTF + FTT,5995,Business Law,56,Admin & Support & Waste Mgmt & Remediation,6,"$51,312","$55,928"
70,Northridge,1,FTF + FTT,5995,Business Law,61,Educational Services,,,
70,Northridge,1,FTF + FTT,5995,Business Law,62,Health Care & Social Assistance,6,"$24,401","$29,165"
70,Northridge,1,FTF + FTT,5995,Business Law,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTF + FTT,5995,Business Law,72,Accommodation & Food Services,,,
70,Northridge,1,FTF + FTT,5995,Business Law,81,Other Services,,,
70,Northridge,1,FTF + FTT,5995,Business Law,92,Government,,,
70,Northridge,1,FTF + FTT,5995,Business Law,,Wages - No NAICS Code,10,"$12,357","$20,284"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,11,"Agriculture, Forestry, Fishing, & Hunting",5,"$28,629","$24,777"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,22,Utilities,,,
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,23,Construction,7,"$67,657","$73,351"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,31-33,Manufacturing,32,"$50,116","$49,967"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,42,Wholesale Trade,35,"$44,263","$48,625"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,44-45,Retail Trade,79,"$33,186","$36,570"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,48-49,Transportation & Warehousing,15,"$36,706","$37,916"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,51,Information,245,"$48,804","$50,729"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,52,Finance & Insurance,78,"$47,179","$51,109"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,53,Real Estate & Rental & Leasing,24,"$48,443","$49,483"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,54,"Professional, Scientific, & Technical Skills",153,"$49,795","$50,297"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,55,Management of Companies & Enterprises,5,"$44,755","$51,025"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,56,Admin & Support & Waste Mgmt & Remediation,85,"$32,763","$35,114"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,61,Educational Services,71,"$37,835","$36,087"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,62,Health Care & Social Assistance,57,"$39,203","$39,613"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,71,"Arts, Entertainment, & Recreation",36,"$40,490","$43,493"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,72,Accommodation & Food Services,62,"$23,406","$30,603"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,81,Other Services,43,"$37,960","$35,814"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,99,Non-Classified,,,
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,92,Government,19,"$42,826","$44,927"
70,Northridge,1,FTF + FTT,06021 + 06022,Journalism,,Wages - No NAICS Code,59,"$7,655","$15,584"
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,11,"Agriculture, Forestry, Fishing, & Hunting",5,"$25,757","$26,878"
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,21,Mining,,,
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,23,Construction,15,"$36,119","$37,578"
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,31-33,Manufacturing,61,"$44,602","$50,232"
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,42,Wholesale Trade,63,"$44,958","$48,977"
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,44-45,Retail Trade,125,"$30,140","$34,085"
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,48-49,Transportation & Warehousing,24,"$28,826","$32,496"
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,51,Information,779,"$50,435","$53,411"
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,52,Finance & Insurance,80,"$43,315","$44,680"
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,53,Real Estate & Rental & Leasing,41,"$46,562","$44,408"
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,54,"Professional, Scientific, & Technical Skills",278,"$43,214","$46,204"
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,55,Management of Companies & Enterprises,,,
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,56,Admin & Support & Waste Mgmt & Remediation,116,"$30,332","$33,235"
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,61,Educational Services,91,"$29,854","$33,453"
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,62,Health Care & Social Assistance,67,"$32,456","$34,006"
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,71,"Arts, Entertainment, & Recreation",90,"$31,788","$34,763"
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,72,Accommodation & Food Services,103,"$28,681","$30,614"
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,81,Other Services,37,"$38,853","$38,404"
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,99,Non-Classified,,,
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,92,Government,38,"$50,594","$53,757"
70,Northridge,1,FTF + FTT,6031,Radio/Television/Broadcast,,Wages - No NAICS Code,94,"$4,415","$9,621"
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,21,Mining,,,
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,22,Utilities,,,
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,23,Construction,,,
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,31-33,Manufacturing,87,"$88,413","$88,771"
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,42,Wholesale Trade,17,"$66,464","$76,109"
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,44-45,Retail Trade,32,"$60,724","$62,747"
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,48-49,Transportation & Warehousing,8,"$56,484","$50,334"
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,51,Information,94,"$83,955","$92,333"
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,52,Finance & Insurance,49,"$81,738","$81,409"
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,54,"Professional, Scientific, & Technical Skills",129,"$79,881","$78,295"
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,55,Management of Companies & Enterprises,6,"$86,341","$85,374"
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,56,Admin & Support & Waste Mgmt & Remediation,35,"$77,471","$79,019"
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,61,Educational Services,25,"$60,732","$68,251"
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,62,Health Care & Social Assistance,9,"$30,004","$47,647"
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,72,Accommodation & Food Services,5,"$65,225","$64,518"
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,81,Other Services,7,"$51,277","$50,534"
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,92,Government,9,"$81,222","$73,754"
70,Northridge,1,FTF + FTT,07011 + 07012,Graphic Communications,,Wages - No NAICS Code,16,"$15,185","$26,153"
70,Northridge,1,FTF + FTT,7021,Information Systems,22,Utilities,,,
70,Northridge,1,FTF + FTT,7021,Information Systems,23,Construction,14,"$73,389","$73,753"
70,Northridge,1,FTF + FTT,7021,Information Systems,31-33,Manufacturing,49,"$80,386","$88,347"
70,Northridge,1,FTF + FTT,7021,Information Systems,42,Wholesale Trade,30,"$62,380","$67,932"
70,Northridge,1,FTF + FTT,7021,Information Systems,44-45,Retail Trade,30,"$55,225","$58,358"
70,Northridge,1,FTF + FTT,7021,Information Systems,48-49,Transportation & Warehousing,11,"$61,100","$63,412"
70,Northridge,1,FTF + FTT,7021,Information Systems,51,Information,82,"$75,033","$80,975"
70,Northridge,1,FTF + FTT,7021,Information Systems,52,Finance & Insurance,143,"$71,195","$74,533"
70,Northridge,1,FTF + FTT,7021,Information Systems,53,Real Estate & Rental & Leasing,21,"$60,949","$61,658"
70,Northridge,1,FTF + FTT,7021,Information Systems,54,"Professional, Scientific, & Technical Skills",105,"$65,608","$71,823"
70,Northridge,1,FTF + FTT,7021,Information Systems,55,Management of Companies & Enterprises,,,
70,Northridge,1,FTF + FTT,7021,Information Systems,56,Admin & Support & Waste Mgmt & Remediation,27,"$52,830","$56,796"
70,Northridge,1,FTF + FTT,7021,Information Systems,61,Educational Services,43,"$59,058","$61,379"
70,Northridge,1,FTF + FTT,7021,Information Systems,62,Health Care & Social Assistance,44,"$63,036","$62,892"
70,Northridge,1,FTF + FTT,7021,Information Systems,71,"Arts, Entertainment, & Recreation",8,"$58,531","$67,325"
70,Northridge,1,FTF + FTT,7021,Information Systems,72,Accommodation & Food Services,8,"$30,812","$31,498"
70,Northridge,1,FTF + FTT,7021,Information Systems,81,Other Services,12,"$45,467","$47,881"
70,Northridge,1,FTF + FTT,7021,Information Systems,99,Non-Classified,,,
70,Northridge,1,FTF + FTT,7021,Information Systems,92,Government,41,"$74,670","$76,343"
70,Northridge,1,FTF + FTT,7021,Information Systems,,Wages - No NAICS Code,29,"$15,590","$29,139"
70,Northridge,1,FTF + FTT,8231,Child Development,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,1,FTF + FTT,8231,Child Development,22,Utilities,,,
70,Northridge,1,FTF + FTT,8231,Child Development,23,Construction,10,"$28,711","$36,280"
70,Northridge,1,FTF + FTT,8231,Child Development,31-33,Manufacturing,13,"$37,666","$42,026"
70,Northridge,1,FTF + FTT,8231,Child Development,42,Wholesale Trade,19,"$50,818","$46,295"
70,Northridge,1,FTF + FTT,8231,Child Development,44-45,Retail Trade,53,"$30,825","$34,557"
70,Northridge,1,FTF + FTT,8231,Child Development,48-49,Transportation & Warehousing,,,
70,Northridge,1,FTF + FTT,8231,Child Development,51,Information,15,"$23,083","$30,700"
70,Northridge,1,FTF + FTT,8231,Child Development,52,Finance & Insurance,66,"$46,221","$49,503"
70,Northridge,1,FTF + FTT,8231,Child Development,53,Real Estate & Rental & Leasing,14,"$43,688","$60,220"
70,Northridge,1,FTF + FTT,8231,Child Development,54,"Professional, Scientific, & Technical Skills",43,"$38,430","$40,598"
70,Northridge,1,FTF + FTT,8231,Child Development,56,Admin & Support & Waste Mgmt & Remediation,33,"$28,727","$29,677"
70,Northridge,1,FTF + FTT,8231,Child Development,61,Educational Services,559,"$42,545","$40,007"
70,Northridge,1,FTF + FTT,8231,Child Development,62,Health Care & Social Assistance,428,"$33,105","$34,858"
70,Northridge,1,FTF + FTT,8231,Child Development,71,"Arts, Entertainment, & Recreation",17,"$25,328","$25,888"
70,Northridge,1,FTF + FTT,8231,Child Development,72,Accommodation & Food Services,36,"$22,203","$24,480"
70,Northridge,1,FTF + FTT,8231,Child Development,81,Other Services,56,"$27,271","$26,596"
70,Northridge,1,FTF + FTT,8231,Child Development,99,Non-Classified,,,
70,Northridge,1,FTF + FTT,8231,Child Development,92,Government,79,"$51,021","$49,921"
70,Northridge,1,FTF + FTT,8231,Child Development,,Wages - No NAICS Code,68,"$4,732","$11,002"
70,Northridge,1,FTF + FTT,8351,Kinesiology,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,1,FTF + FTT,8351,Kinesiology,22,Utilities,,,
70,Northridge,1,FTF + FTT,8351,Kinesiology,23,Construction,16,"$39,117","$40,997"
70,Northridge,1,FTF + FTT,8351,Kinesiology,31-33,Manufacturing,18,"$52,236","$56,599"
70,Northridge,1,FTF + FTT,8351,Kinesiology,42,Wholesale Trade,26,"$58,381","$68,808"
70,Northridge,1,FTF + FTT,8351,Kinesiology,44-45,Retail Trade,54,"$35,957","$44,200"
70,Northridge,1,FTF + FTT,8351,Kinesiology,48-49,Transportation & Warehousing,14,"$45,455","$54,467"
70,Northridge,1,FTF + FTT,8351,Kinesiology,51,Information,24,"$28,713","$45,848"
70,Northridge,1,FTF + FTT,8351,Kinesiology,52,Finance & Insurance,30,"$51,867","$57,406"
70,Northridge,1,FTF + FTT,8351,Kinesiology,53,Real Estate & Rental & Leasing,17,"$47,061","$57,685"
70,Northridge,1,FTF + FTT,8351,Kinesiology,54,"Professional, Scientific, & Technical Skills",30,"$46,106","$43,695"
70,Northridge,1,FTF + FTT,8351,Kinesiology,55,Management of Companies & Enterprises,,,
70,Northridge,1,FTF + FTT,8351,Kinesiology,56,Admin & Support & Waste Mgmt & Remediation,40,"$33,461","$36,873"
70,Northridge,1,FTF + FTT,8351,Kinesiology,61,Educational Services,222,"$51,097","$47,189"
70,Northridge,1,FTF + FTT,8351,Kinesiology,62,Health Care & Social Assistance,195,"$34,524","$40,911"
70,Northridge,1,FTF + FTT,8351,Kinesiology,71,"Arts, Entertainment, & Recreation",79,"$30,017","$35,960"
70,Northridge,1,FTF + FTT,8351,Kinesiology,72,Accommodation & Food Services,43,"$22,722","$26,690"
70,Northridge,1,FTF + FTT,8351,Kinesiology,81,Other Services,40,"$29,187","$31,452"
70,Northridge,1,FTF + FTT,8351,Kinesiology,99,Non-Classified,,,
70,Northridge,1,FTF + FTT,8351,Kinesiology,92,Government,78,"$65,825","$65,566"
70,Northridge,1,FTF + FTT,8351,Kinesiology,,Wages - No NAICS Code,48,"$10,342","$19,858"
70,Northridge,1,FTF + FTT,8375,Athletic Training,44-45,Retail Trade,,,
70,Northridge,1,FTF + FTT,8375,Athletic Training,61,Educational Services,,,
70,Northridge,1,FTF + FTT,8375,Athletic Training,62,Health Care & Social Assistance,7,"$38,068","$45,594"
70,Northridge,1,FTF + FTT,8375,Athletic Training,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTF + FTT,8375,Athletic Training,72,Accommodation & Food Services,,,
70,Northridge,1,FTF + FTT,8375,Athletic Training,,Wages - No NAICS Code,,,
70,Northridge,1,FTF + FTT,9011,Engineering,31-33,Manufacturing,,,
70,Northridge,1,FTF + FTT,9011,Engineering,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,1,FTF + FTT,9081,Civil Engineering,22,Utilities,15,"$106,333","$102,886"
70,Northridge,1,FTF + FTT,9081,Civil Engineering,23,Construction,20,"$66,566","$61,217"
70,Northridge,1,FTF + FTT,9081,Civil Engineering,31-33,Manufacturing,10,"$52,524","$59,074"
70,Northridge,1,FTF + FTT,9081,Civil Engineering,42,Wholesale Trade,,,
70,Northridge,1,FTF + FTT,9081,Civil Engineering,44-45,Retail Trade,,,
70,Northridge,1,FTF + FTT,9081,Civil Engineering,48-49,Transportation & Warehousing,,,
70,Northridge,1,FTF + FTT,9081,Civil Engineering,52,Finance & Insurance,,,
70,Northridge,1,FTF + FTT,9081,Civil Engineering,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTF + FTT,9081,Civil Engineering,54,"Professional, Scientific, & Technical Skills",44,"$63,521","$70,021"
70,Northridge,1,FTF + FTT,9081,Civil Engineering,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,1,FTF + FTT,9081,Civil Engineering,62,Health Care & Social Assistance,,,
70,Northridge,1,FTF + FTT,9081,Civil Engineering,72,Accommodation & Food Services,,,
70,Northridge,1,FTF + FTT,9081,Civil Engineering,92,Government,40,"$87,344","$84,993"
70,Northridge,1,FTF + FTT,9081,Civil Engineering,,Wages - No NAICS Code,10,"$80,860","$72,296"
70,Northridge,1,FTF + FTT,9091,Electrical Engineering,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,1,FTF + FTT,9091,Electrical Engineering,22,Utilities,25,"$110,428","$117,227"
70,Northridge,1,FTF + FTT,9091,Electrical Engineering,23,Construction,5,"$91,302","$87,842"
70,Northridge,1,FTF + FTT,9091,Electrical Engineering,31-33,Manufacturing,59,"$77,195","$81,712"
70,Northridge,1,FTF + FTT,9091,Electrical Engineering,42,Wholesale Trade,6,"$69,443","$81,378"
70,Northridge,1,FTF + FTT,9091,Electrical Engineering,44-45,Retail Trade,7,"$9,554","$21,747"
70,Northridge,1,FTF + FTT,9091,Electrical Engineering,48-49,Transportation & Warehousing,,,
70,Northridge,1,FTF + FTT,9091,Electrical Engineering,51,Information,,,
70,Northridge,1,FTF + FTT,9091,Electrical Engineering,52,Finance & Insurance,,,
70,Northridge,1,FTF + FTT,9091,Electrical Engineering,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTF + FTT,9091,Electrical Engineering,54,"Professional, Scientific, & Technical Skills",47,"$75,328","$74,684"
70,Northridge,1,FTF + FTT,9091,Electrical Engineering,55,Management of Companies & Enterprises,,,
70,Northridge,1,FTF + FTT,9091,Electrical Engineering,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,1,FTF + FTT,9091,Electrical Engineering,61,Educational Services,,,
70,Northridge,1,FTF + FTT,9091,Electrical Engineering,62,Health Care & Social Assistance,,,
70,Northridge,1,FTF + FTT,9091,Electrical Engineering,81,Other Services,5,"$65,849","$56,912"
70,Northridge,1,FTF + FTT,9091,Electrical Engineering,92,Government,7,"$104,777","$98,770"
70,Northridge,1,FTF + FTT,9091,Electrical Engineering,,Wages - No NAICS Code,10,"$9,962","$20,669"
70,Northridge,1,FTF + FTT,9094,Computer Engineering,31-33,Manufacturing,24,"$89,390","$87,333"
70,Northridge,1,FTF + FTT,9094,Computer Engineering,42,Wholesale Trade,,,
70,Northridge,1,FTF + FTT,9094,Computer Engineering,44-45,Retail Trade,,,
70,Northridge,1,FTF + FTT,9094,Computer Engineering,51,Information,6,"$82,233","$95,210"
70,Northridge,1,FTF + FTT,9094,Computer Engineering,52,Finance & Insurance,,,
70,Northridge,1,FTF + FTT,9094,Computer Engineering,54,"Professional, Scientific, & Technical Skills",19,"$75,934","$77,970"
70,Northridge,1,FTF + FTT,9094,Computer Engineering,56,Admin & Support & Waste Mgmt & Remediation,5,"$60,011","$68,023"
70,Northridge,1,FTF + FTT,9094,Computer Engineering,61,Educational Services,,,
70,Northridge,1,FTF + FTT,9094,Computer Engineering,62,Health Care & Social Assistance,,,
70,Northridge,1,FTF + FTT,9094,Computer Engineering,81,Other Services,,,
70,Northridge,1,FTF + FTT,9094,Computer Engineering,92,Government,,,
70,Northridge,1,FTF + FTT,9094,Computer Engineering,,Wages - No NAICS Code,,,
70,Northridge,1,FTF + FTT,9101,Mechanical Engineering,21,Mining,,,
70,Northridge,1,FTF + FTT,9101,Mechanical Engineering,22,Utilities,11,"$94,851","$99,038"
70,Northridge,1,FTF + FTT,9101,Mechanical Engineering,23,Construction,5,"$84,953","$90,050"
