guid,entry_status,major,in_school_earning,fin_aid_0,fin_aid_3000,fin_aid_10000,,,,,Fin Aid $0,"Fin Aid $3,000","Fin Aid $10,000"
c4376f0c-e46f-4479-96fe-fe4ff1b084c7,FTT,Business Education,10500,9.076469548,10.63218013,14.97746997,,,,,0.09076469548,0.1063218013,0.1497746997
86860453-865e-412b-bad4-aa5af29a2d0d,FTT,Business Law,0,10.33459225,13.39861616,24.18359856,,,,,0.1033459225,0.1339861616,0.2418359856
7d09d2e9-b14f-4f68-8f9f-929f1bc15ecb,FTT,Business Law,4500,15.21483,19.59200043,35.37114361,,,,,0.1521483,0.1959200043,0.3537114361
2a42b868-7026-44a7-8a82-49655719b514,FTT,Business Law,10500,25.22389118,32.49062793,60.78619555,,,,,0.2522389118,0.3249062793,0.6078619555
ddf1a589-4166-422b-be9d-4947d5d7567e,FTT,Cell and Molecular Biology,0,12.86118311,16.44807795,29.96394148,,,,,0.1286118311,0.1644807795,0.2996394148
55f7d6e3-db1e-46a2-b740-996406f27d0b,FTT,Cell and Molecular Biology,4500,18.60030046,23.94024721,48.59901519,,,,,0.1860030046,0.2394024721,0.4859901519
4ae3e7f2-2785-439b-8379-8433def507f7,FTT,Cell and Molecular Biology,10500,31.41844232,43.01204851,139.2903321,,,,,0.3141844232,0.4301204851,1.392903321
91f4268f-a7cf-4881-8eda-5b88eb8c2467,FTT,Chemical Engineering,0,20.31862189,23.72818395,34.19036969,,,,,0.2031862189,0.2372818395,0.3419036969
a0636336-afc0-46a0-83d9-0f24842bc87c,FTT,Chemical Engineering,4500,25.62836806,29.93420298,44.18268981,,,,,0.2562836806,0.2993420298,0.4418268981
8cd0733d-e816-4627-920d-a4237a46f780,FTT,Chemical Engineering,10500,35.13336031,41.6254099,66.98662893,,,,,0.3513336031,0.416254099,0.6698662893
8b3a59e7-6d64-4951-92b4-d8a3611e83fb,FTT,Chemistry,0,8.703109126,11.07078604,19.04276577,,,,,0.08703109126,0.1107078604,0.1904276577
e43a7b72-e4da-4257-a064-d34e4106a0b5,FTT,Chemistry,4500,12.43254978,15.65409318,27.83730484,,,,,0.1243254978,0.1565409318,0.2783730484
26eb74d1-b569-4d2f-bf14-6c77b9785d49,FTT,Chemistry,10500,19.82216523,25.47319573,53.13018677,,,,,0.1982216523,0.2547319573,0.5313018677
670fe511-dcce-461f-93ec-0c539e8f333f,FTT,Child Development,0,8.274694455,10.6601764,18.86428961,,,,,0.08274694455,0.106601764,0.1886428961
43b009a5-e35a-449b-88df-415b605d19be,FTT,Child Development,4500,12.04303835,15.34689419,28.08514796,,,,,0.1204303835,0.1534689419,0.2808514796
d2f78c8b-46c2-4d59-a199-bd9da1897fd9,FTT,Child Development,10500,19.67787078,25.60275276,54.10260487,,,,,0.1967787078,0.2560275276,0.5410260487
7a3315b1-269a-4281-8d47-f7fc733b6d6e,FTT,Chinese,0,4.373382896,5.680017329,9.256920085,,,,,0.04373382896,0.05680017329,0.09256920085
ae375869-19a8-4762-a76a-3f7496b565c1,FTT,Chinese,4500,6.37278059,7.86613457,12.27477041,,,,,0.0637278059,0.0786613457,0.1227477041
ff6a6e7d-fd5c-4a4a-986f-ec3eb2b052ed,FTT,Chinese,10500,9.555376247,11.53031283,18.29075384,,,,,0.09555376247,0.1153031283,0.1829075384
dabbe7b7-ed4d-46fc-a8b8-34dfeb8779c2,FTT,Cinema/Film,0,7.347622523,9.461181646,16.5261033,,,,,0.07347622523,0.09461181646,0.165261033
ed616f0d-ca8c-49a4-81e5-ac6530f1a350,FTT,Cinema/Film,4500,10.66902359,13.51854503,24.50533532,,,,,0.1066902359,0.1351854503,0.2450533532
5b002313-1b68-4755-ae64-6201ba02ebb6,FTT,Cinema/Film,10500,17.2216789,22.32919989,48.88671944,,,,,0.172216789,0.2232919989,0.4888671944
8560f81a-0367-4de7-90c8-ee1f42d8a1c9,FTT,City and Regional Planning,0,12.24110731,14.71937118,22.18019881,,,,,0.1224110731,0.1471937118,0.2218019881
fabcc57d-95ea-4132-ac01-c92b1950143b,FTT,City and Regional Planning,4500,16.0900844,19.17012209,29.12272787,,,,,0.160900844,0.1917012209,0.2912272787
4d487148-cd9b-4ded-aa2f-7235c7144f9c,FTT,City and Regional Planning,10500,22.8426084,27.36131905,44.49791716,,,,,0.228426084,0.2736131905,0.4449791716
a24e8a99-fb58-472b-a792-8c7de0d6f669,FTT,Civil Engineering,0,15.61591107,18.59453746,27.66726732,,,,,0.1561591107,0.1859453746,0.2766726732
2359231d-e5a3-4e0f-844b-4b928de18208,FTT,Civil Engineering,4500,20.25127519,23.99240191,36.18347122,,,,,0.2025127519,0.2399240191,0.3618347122
fa6a6522-c64d-4295-a181-daba3722bd1c,FTT,Civil Engineering,10500,28.4778723,34.0197542,55.00158967,,,,,0.284778723,0.340197542,0.5500158967
112cef4c-d300-40b9-8846-5e1afdf5a9f9,FTT,Classics,0,5.233375002,6.696926653,10.84098322,,,,,0.05233375002,0.06696926653,0.1084098322
03d89673-298b-4073-abb0-cb1d52ce0ed1,FTT,Classics,4500,7.483396893,9.204844718,14.49904694,,,,,0.07483396893,0.09204844718,0.1449904694
746268fb-bf57-4cb0-886a-b3678cfbf8c9,FTT,Classics,10500,11.19625091,13.5834009,22.16563635,,,,,0.1119625091,0.135834009,0.2216563635
cc2cc481-a9ed-41d4-98ae-8cea8369746d,FTT,Communications,0,7.298086577,9.389490561,16.28209323,,,,,0.07298086577,0.09389490561,0.1628209323
84fd0db2-b379-4880-8654-d235c4c26328,FTT,Communications,4500,10.58032889,13.37217423,23.72161621,,,,,0.1058032889,0.1337217423,0.2372161621
17f065f7-e6ee-43f8-8b8f-eb2821da79a2,FTT,Communications,10500,16.94830158,21.74130537,43.1288384,,,,,0.1694830158,0.2174130537,0.431288384
591ccde9-83c8-49eb-981e-b5a5d66e3821,FTT,Communicative Disorders,0,9.321180003,11.82677503,20.18670647,,,,,0.09321180003,0.1182677503,0.2018670647
52655742-f353-423d-9215-1fd0073f4d2f,FTT,Communicative Disorders,4500,13.26684511,16.65804062,29.12118128,,,,,0.1326684511,0.1665804062,0.2912118128
2c362f1e-fe13-4fed-b9a7-e67fccdbe328,FTT,Communicative Disorders,10500,20.99162927,26.750543,53.236832,,,,,0.2099162927,0.26750543,0.53236832
d1a555f3-082c-42a3-9f01-129186a6de66,FTT,Comparative Literature,0,8.868289415,11.51763449,21.28569595,,,,,0.08868289415,0.1151763449,0.2128569595
30f1f91c-bf77-4daa-b6c1-adff9f60c8de,FTT,Comparative Literature,4500,13.09341657,16.97912859,33.12844512,,,,,0.1309341657,0.1697912859,0.3312844512
60d69a64-3fb5-4e4b-be11-cbcced187f65,FTT,Comparative Literature,10500,22.30276453,29.88355804,68.99433334,,,,,0.2230276453,0.2988355804,0.6899433334
df9941de-ec11-4c6d-9cf6-5fa5e233b604,FTT,Computer Engineering,0,14.00991705,17.07959561,26.69832023,,,,,0.1400991705,0.1707959561,0.2669832023
