Campus,Location,Student Path,Entry Stat,HEGIS at Exit,Major,Industry,# of Students Found 5 years after exit,Median Annual Earnings 5 years after exit,Average Annual Earnings 5 years after exit,# of Students Found 10 years after exit,Median Annual Earnings 10 years after exit,Average Annual Earnings 10 years after exit
45,Los Angeles,2,FTF,10071,Theatre Arts,Retail Trade,9,"$22,964","$19,275",,,
45,Los Angeles,2,FTF,10071,Theatre Arts,Transportation & Warehousing,,,,,,
45,Los Angeles,2,FTF,10071,Theatre Arts,Information,9,"$17,383","$22,654",,,
45,Los Angeles,2,FTF,10071,Theatre Arts,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF,10071,Theatre Arts,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF,10071,Theatre Arts,Admin & Support & Waste Mgmt & Remediation,6,"$4,585","$9,548",,,
45,Los Angeles,2,FTF,10071,Theatre Arts,Educational Services,,,,,,
45,Los Angeles,2,FTF,10071,Theatre Arts,Health Care & Social Assistance,5,"$27,310","$30,595",,,
45,Los Angeles,2,FTF,10071,Theatre Arts,"Arts, Entertainment, & Recreation",6,"$9,196","$18,920",,,
45,Los Angeles,2,FTF,10071,Theatre Arts,Accommodation & Food Services,6,"$20,790","$18,500",,,
45,Los Angeles,2,FTF,10071,Theatre Arts,Other Services,,,,,,
45,Los Angeles,2,FTF,10071,Theatre Arts,Non-Classified,,,,,,
45,Los Angeles,2,FTF,10071,Theatre Arts,No Wages,98,,,135,,
45,Los Angeles,2,FTF,10071,Theatre Arts,Wages - No NAICS Code,5,"$8,238","$7,899",,,
45,Los Angeles,2,FTF,11021,French,Retail Trade,,,,,,
45,Los Angeles,2,FTF,11021,French,Information,,,,,,
45,Los Angeles,2,FTF,11021,French,No Wages,,,,5,,
45,Los Angeles,2,FTF,11051,Spanish,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF,11051,Spanish,Retail Trade,5,"$20,909","$20,803",,,
45,Los Angeles,2,FTF,11051,Spanish,Information,,,,,,
45,Los Angeles,2,FTF,11051,Spanish,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF,11051,Spanish,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF,11051,Spanish,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,2,FTF,11051,Spanish,Educational Services,,,,,,
45,Los Angeles,2,FTF,11051,Spanish,Health Care & Social Assistance,,,,,,
45,Los Angeles,2,FTF,11051,Spanish,Other Services,,,,,,
45,Los Angeles,2,FTF,11051,Spanish,Non-Classified,,,,,,
45,Los Angeles,2,FTF,11051,Spanish,Government,,,,,,
45,Los Angeles,2,FTF,11051,Spanish,No Wages,32,,,45,,
45,Los Angeles,2,FTF,11051,Spanish,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF,11071,Chinese,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF,11071,Chinese,Educational Services,,,,,,
45,Los Angeles,2,FTF,11071,Chinese,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,2,FTF,11071,Chinese,No Wages,,,,,,
45,Los Angeles,2,FTF,11081,Japanese,No Wages,14,,,15,,
45,Los Angeles,2,FTF,11081,Japanese,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF,12011,Health Science,Construction,,,,,,
45,Los Angeles,2,FTF,12011,Health Science,Manufacturing,,,,,,
45,Los Angeles,2,FTF,12011,Health Science,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF,12011,Health Science,Retail Trade,8,"$18,177","$20,252",,,
45,Los Angeles,2,FTF,12011,Health Science,Transportation & Warehousing,,,,,,
45,Los Angeles,2,FTF,12011,Health Science,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF,12011,Health Science,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF,12011,Health Science,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF,12011,Health Science,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,2,FTF,12011,Health Science,Educational Services,,,,,,
45,Los Angeles,2,FTF,12011,Health Science,Health Care & Social Assistance,7,"$41,328","$43,788",,,
45,Los Angeles,2,FTF,12011,Health Science,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,2,FTF,12011,Health Science,Accommodation & Food Services,,,,,,
45,Los Angeles,2,FTF,12011,Health Science,Other Services,,,,,,
45,Los Angeles,2,FTF,12011,Health Science,Government,,,,,,
45,Los Angeles,2,FTF,12011,Health Science,No Wages,112,,,148,,
45,Los Angeles,2,FTF,12011,Health Science,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF,12141,Health Education,No Wages,117,,,117,,
45,Los Angeles,2,FTF,12201,Communicative Disorders,Manufacturing,,,,,,
45,Los Angeles,2,FTF,12201,Communicative Disorders,Retail Trade,,,,,,
45,Los Angeles,2,FTF,12201,Communicative Disorders,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF,12201,Communicative Disorders,Educational Services,5,"$20,559","$25,371",,,
45,Los Angeles,2,FTF,12201,Communicative Disorders,Health Care & Social Assistance,,,,,,
45,Los Angeles,2,FTF,12201,Communicative Disorders,Accommodation & Food Services,,,,,,
45,Los Angeles,2,FTF,12201,Communicative Disorders,No Wages,46,,,57,,
45,Los Angeles,2,FTF,12201,Communicative Disorders,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF,12221,Rehabilitation Counseling,Retail Trade,,,,,,
45,Los Angeles,2,FTF,12221,Rehabilitation Counseling,Educational Services,,,,,,
45,Los Angeles,2,FTF,12221,Rehabilitation Counseling,Health Care & Social Assistance,,,,,,
45,Los Angeles,2,FTF,12221,Rehabilitation Counseling,Government,,,,,,
45,Los Angeles,2,FTF,12221,Rehabilitation Counseling,No Wages,44,,,51,,
45,Los Angeles,2,FTF,12221,Rehabilitation Counseling,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF,13061,Dietetics/Nutritional Science,Manufacturing,,,,,,
45,Los Angeles,2,FTF,13061,Dietetics/Nutritional Science,Retail Trade,,,,,,
45,Los Angeles,2,FTF,13061,Dietetics/Nutritional Science,Transportation & Warehousing,,,,,,
45,Los Angeles,2,FTF,13061,Dietetics/Nutritional Science,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF,13061,Dietetics/Nutritional Science,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,2,FTF,13061,Dietetics/Nutritional Science,Educational Services,,,,,,
45,Los Angeles,2,FTF,13061,Dietetics/Nutritional Science,Health Care & Social Assistance,,,,,,
45,Los Angeles,2,FTF,13061,Dietetics/Nutritional Science,No Wages,54,,,65,,
45,Los Angeles,2,FTF,13061,Dietetics/Nutritional Science,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF,15011,English,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,2,FTF,15011,English,Construction,,,,,,
45,Los Angeles,2,FTF,15011,English,Manufacturing,5,"$32,218","$27,558",,,
45,Los Angeles,2,FTF,15011,English,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF,15011,English,Retail Trade,13,"$22,262","$23,014",9,"$37,502","$33,074"
45,Los Angeles,2,FTF,15011,English,Transportation & Warehousing,,,,,,
45,Los Angeles,2,FTF,15011,English,Information,,,,,,
45,Los Angeles,2,FTF,15011,English,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF,15011,English,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF,15011,English,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF,15011,English,Management of Companies & Enterprises,,,,,,
45,Los Angeles,2,FTF,15011,English,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,2,FTF,15011,English,Educational Services,6,"$18,929","$18,080",,,
45,Los Angeles,2,FTF,15011,English,Health Care & Social Assistance,5,"$18,072","$16,470",,,
45,Los Angeles,2,FTF,15011,English,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,2,FTF,15011,English,Accommodation & Food Services,,,,,,
45,Los Angeles,2,FTF,15011,English,Other Services,,,,,,
45,Los Angeles,2,FTF,15011,English,Government,,,,,,
45,Los Angeles,2,FTF,15011,English,No Wages,112,,,146,,
45,Los Angeles,2,FTF,15011,English,Wages - No NAICS Code,5,"$3,961","$13,059",,,
45,Los Angeles,2,FTF,15061,Speech Communication,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,2,FTF,15061,Speech Communication,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF,15061,Speech Communication,Retail Trade,7,"$27,006","$26,371",,,
45,Los Angeles,2,FTF,15061,Speech Communication,Transportation & Warehousing,,,,,,
45,Los Angeles,2,FTF,15061,Speech Communication,Information,5,"$29,808","$22,855",,,
45,Los Angeles,2,FTF,15061,Speech Communication,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF,15061,Speech Communication,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF,15061,Speech Communication,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF,15061,Speech Communication,Admin & Support & Waste Mgmt & Remediation,5,"$16,673","$20,766",,,
45,Los Angeles,2,FTF,15061,Speech Communication,Educational Services,,,,,,
45,Los Angeles,2,FTF,15061,Speech Communication,Health Care & Social Assistance,,,,,,
45,Los Angeles,2,FTF,15061,Speech Communication,Accommodation & Food Services,,,,,,
45,Los Angeles,2,FTF,15061,Speech Communication,Government,,,,,,
45,Los Angeles,2,FTF,15061,Speech Communication,No Wages,115,,,147,,
45,Los Angeles,2,FTF,15061,Speech Communication,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF,15091,Philosophy,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,2,FTF,15091,Philosophy,Manufacturing,,,,,,
45,Los Angeles,2,FTF,15091,Philosophy,Retail Trade,,,,,,
45,Los Angeles,2,FTF,15091,Philosophy,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF,15091,Philosophy,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF,15091,Philosophy,Educational Services,,,,,,
45,Los Angeles,2,FTF,15091,Philosophy,Health Care & Social Assistance,,,,,,
45,Los Angeles,2,FTF,15091,Philosophy,Accommodation & Food Services,,,,,,
45,Los Angeles,2,FTF,15091,Philosophy,No Wages,35,,,43,,
45,Los Angeles,2,FTF,15091,Philosophy,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF,17011,Mathematics,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,2,FTF,17011,Mathematics,Manufacturing,,,,,,
45,Los Angeles,2,FTF,17011,Mathematics,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF,17011,Mathematics,Retail Trade,13,"$34,727","$33,855",5,"$38,836","$52,376"
45,Los Angeles,2,FTF,17011,Mathematics,Transportation & Warehousing,,,,,,
45,Los Angeles,2,FTF,17011,Mathematics,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF,17011,Mathematics,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF,17011,Mathematics,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,2,FTF,17011,Mathematics,Educational Services,9,"$21,358","$22,471",,,
45,Los Angeles,2,FTF,17011,Mathematics,Health Care & Social Assistance,5,"$19,456","$24,239",,,
45,Los Angeles,2,FTF,17011,Mathematics,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,2,FTF,17011,Mathematics,Accommodation & Food Services,6,"$20,707","$24,367",,,
45,Los Angeles,2,FTF,17011,Mathematics,Other Services,,,,,,
45,Los Angeles,2,FTF,17011,Mathematics,Government,,,,,,
45,Los Angeles,2,FTF,17011,Mathematics,No Wages,80,,,114,,
45,Los Angeles,2,FTF,17011,Mathematics,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF,19021,Physics,Utilities,,,,,,
45,Los Angeles,2,FTF,19021,Physics,Wholesale Trade,,,,,,
45,Los Angeles,2,FTF,19021,Physics,Retail Trade,,,,,,
45,Los Angeles,2,FTF,19021,Physics,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF,19021,Physics,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,2,FTF,19021,Physics,Accommodation & Food Services,,,,,,
45,Los Angeles,2,FTF,19021,Physics,No Wages,31,,,37,,
45,Los Angeles,2,FTF,19051,Chemistry,Construction,,,,,,
45,Los Angeles,2,FTF,19051,Chemistry,Manufacturing,,,,,,
45,Los Angeles,2,FTF,19051,Chemistry,Retail Trade,6,"$22,447","$23,099",,,
45,Los Angeles,2,FTF,19051,Chemistry,Transportation & Warehousing,,,,,,
45,Los Angeles,2,FTF,19051,Chemistry,Information,,,,,,
45,Los Angeles,2,FTF,19051,Chemistry,Finance & Insurance,,,,,,
45,Los Angeles,2,FTF,19051,Chemistry,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,2,FTF,19051,Chemistry,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,2,FTF,19051,Chemistry,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,2,FTF,19051,Chemistry,Educational Services,,,,,,
45,Los Angeles,2,FTF,19051,Chemistry,Health Care & Social Assistance,5,"$29,633","$28,857",,,
45,Los Angeles,2,FTF,19051,Chemistry,Accommodation & Food Services,5,"$24,269","$23,588",,,
45,Los Angeles,2,FTF,19051,Chemistry,Government,,,,,,
45,Los Angeles,2,FTF,19051,Chemistry,No Wages,86,,,107,,
45,Los Angeles,2,FTF,19051,Chemistry,Wages - No NAICS Code,,,,,,
45,Los Angeles,2,FTF,19141,Geology,Retail Trade,,,,,,
45,Los Angeles,2,FTF,19141,Geology,Educational Services,,,,,,
45,Los Angeles,2,FTF,19141,Geology,No Wages,18,,,20,,
45,Los Angeles,2,FTF,20011 + 20013,Psychology,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,2,FTF,20011 + 20013,Psychology,Construction,5,"$24,618","$39,585",,,
45,Los Angeles,2,FTF,20011 + 20013,Psychology,Manufacturing,9,"$27,507","$32,087",5,"$49,177","$48,902"
45,Los Angeles,2,FTF,20011 + 20013,Psychology,Wholesale Trade,11,"$39,363","$43,105",,,
45,Los Angeles,2,FTF,20011 + 20013,Psychology,Retail Trade,62,"$23,785","$24,084",18,"$27,471","$31,738"
45,Los Angeles,2,FTF,20011 + 20013,Psychology,Transportation & Warehousing,10,"$23,933","$25,038",,,
45,Los Angeles,2,FTF,20011 + 20013,Psychology,Information,6,"$7,745","$14,173",6,"$40,412","$45,633"
