	average_annual_earnings_10_years_after_exit	average_annual_earnings_5_years_after_exit	campus	entry_status	hegis_at_exit	industry	location	major	median_annual_earnings_10_years_after_exit	median_annual_earnings_5_years_after_exit	naics	number_of_students_found_10_years_after_exit	number_of_students_found_5_years_after_exit	student_path
271	34653.0	17072.0	0	FTF + FTT	4011	Wages - No NAICS Code		Biology	14697.0	8643.0	21	42	129	1
272			0	FTF + FTT	4201	Construction		Environmental Biology & Ecology			3			1
273			0	FTF + FTT	4201	Manufacturing		Environmental Biology & Ecology			4			1
274			0	FTF + FTT	4201	Retail Trade		Environmental Biology & Ecology			6			1
275			0	FTF + FTT	4201	Finance & Insurance		Environmental Biology & Ecology			9			1
276		48635.0	0	FTF + FTT	4201	Professional, Scientific, & Technical Skills		Environmental Biology & Ecology		38752.0	11		14	1
277		42627.0	0	FTF + FTT	4201	Educational Services		Environmental Biology & Ecology		50107.0	14		9	1
278			0	FTF + FTT	4201	Health Care & Social Assistance		Environmental Biology & Ecology			15			1
279		21739.0	0	FTF + FTT	4201	Arts, Entertainment, & Recreation		Environmental Biology & Ecology		17610.0	16		6	1
280			0	FTF + FTT	4201	Accommodation & Food Services		Environmental Biology & Ecology			17			1
281			0	FTF + FTT	4201	Other Services		Environmental Biology & Ecology			18			1
282	89380.0	60927.0	0	FTF + FTT	4201	Government		Environmental Biology & Ecology	88430.0	61119.0	19	5	9	1
283			0	FTF + FTT	4201	No Wages		Environmental Biology & Ecology			20	209	174	1
284		9090.0	0	FTF + FTT	4201	Wages - No NAICS Code		Environmental Biology & Ecology		4977.0	21		6	1
285			0	FTF + FTT	4021	Construction		Botany			3			1
286			0	FTF + FTT	4021	Professional, Scientific, & Technical Skills		Botany			11			1
287			0	FTF + FTT	4021	Government		Botany			19			1
288			0	FTF + FTT	4021	No Wages		Botany			20	9		1
289			0	FTF + FTT	4071	Utilities		Zoology			2			1
290			0	FTF + FTT	4071	Manufacturing		Zoology			4			1
291			0	FTF + FTT	4071	Wholesale Trade		Zoology			5			1
292			0	FTF + FTT	4071	Retail Trade		Zoology			6			1
293		38186.0	0	FTF + FTT	4071	Professional, Scientific, & Technical Skills		Zoology		35385.0	11		9	1
294			0	FTF + FTT	4071	Admin & Support & Waste Mgmt & Remediation		Zoology			13			1
295		49050.0	0	FTF + FTT	4071	Educational Services		Zoology		50748.0	14		7	1
296		30954.0	0	FTF + FTT	4071	Health Care & Social Assistance		Zoology		33657.0	15		6	1
297		30115.0	0	FTF + FTT	4071	Arts, Entertainment, & Recreation		Zoology		29546.0	16		9	1
298			0	FTF + FTT	4071	Accommodation & Food Services		Zoology			17			1
299			0	FTF + FTT	4071	Other Services		Zoology			18			1
300	49562.0	37961.0	0	FTF + FTT	4071	Government		Zoology	42116.0	36032.0	19	5	6	1
301			0	FTF + FTT	4071	No Wages		Zoology			20	103	71	1
302		6979.0	0	FTF + FTT	4071	Wages - No NAICS Code		Zoology		3866.0	21		5	1
303			0	FTF + FTT	4111	Agriculture, Forestry, Fishing, & Hunting		Microbiology			1			1
304			0	FTF + FTT	4111	Utilities		Microbiology			2			1
305	94226.0	66146.0	0	FTF + FTT	4111	Manufacturing		Microbiology	84448.0	64953.0	4	24	48	1
306		51208.0	0	FTF + FTT	4111	Wholesale Trade		Microbiology		53730.0	5		9	1
307		29818.0	0	FTF + FTT	4111	Retail Trade		Microbiology		25226.0	6		8	1
308			0	FTF + FTT	4111	Transportation & Warehousing		Microbiology			7			1
309			0	FTF + FTT	4111	Information		Microbiology			8			1
310			0	FTF + FTT	4111	Finance & Insurance		Microbiology			9			1
311			0	FTF + FTT	4111	Real Estate & Rental & Leasing		Microbiology			10			1
312	66803.0	48300.0	0	FTF + FTT	4111	Professional, Scientific, & Technical Skills		Microbiology	65164.0	52154.0	11	9	18	1
313			0	FTF + FTT	4111	Management of Companies & Enterprises		Microbiology			12			1
314		45590.0	0	FTF + FTT	4111	Admin & Support & Waste Mgmt & Remediation		Microbiology		49202.0	13		9	1
315	59614.0	52758.0	0	FTF + FTT	4111	Educational Services		Microbiology	61404.0	46609.0	14	5	11	1
316	87925.0	60784.0	0	FTF + FTT	4111	Health Care & Social Assistance		Microbiology	92063.0	66684.0	15	22	43	1
317			0	FTF + FTT	4111	Arts, Entertainment, & Recreation		Microbiology			16			1
318			0	FTF + FTT	4111	Accommodation & Food Services		Microbiology			17			1
319			0	FTF + FTT	4111	Other Services		Microbiology			18			1
320	82821.0	70582.0	0	FTF + FTT	4111	Government		Microbiology	77511.0	65887.0	19	12	21	1
321			0	FTF + FTT	4111	No Wages		Microbiology			20	361	262	1
322	11269.0		0	FTF + FTT	4111	Wages - No NAICS Code		Microbiology	6893.0		21	5		1
323			0	FTF + FTT	4141	Agriculture, Forestry, Fishing, & Hunting		Biochemistry			1			1
324			0	FTF + FTT	4141	Construction		Biochemistry			3			1
325	80036.0	56831.0	0	FTF + FTT	4141	Manufacturing		Biochemistry	82117.0	56582.0	4	25	75	1
326		48097.0	0	FTF + FTT	4141	Wholesale Trade		Biochemistry		55769.0	5		9	1
327	56574.0	50646.0	0	FTF + FTT	4141	Retail Trade		Biochemistry	47128.0	33019.0	6	6	31	1
328			0	FTF + FTT	4141	Transportation & Warehousing		Biochemistry			7			1
329			0	FTF + FTT	4141	Information		Biochemistry			8			1
330		47422.0	0	FTF + FTT	4141	Finance & Insurance		Biochemistry		54534.0	9		5	1
331			0	FTF + FTT	4141	Real Estate & Rental & Leasing		Biochemistry			10			1
332	71079.0	44752.0	0	FTF + FTT	4141	Professional, Scientific, & Technical Skills		Biochemistry	69551.0	42365.0	11	16	36	1
333	52646.0	32358.0	0	FTF + FTT	4141	Admin & Support & Waste Mgmt & Remediation		Biochemistry	48044.0	31646.0	13	5	17	1
334	72699.0	38735.0	0	FTF + FTT	4141	Educational Services		Biochemistry	71429.0	34830.0	14	10	28	1
335	63062.0	54515.0	0	FTF + FTT	4141	Health Care & Social Assistance		Biochemistry	61245.0	50656.0	15	25	54	1
336		32248.0	0	FTF + FTT	4141	Accommodation & Food Services		Biochemistry		27532.0	17		6	1
337			0	FTF + FTT	4141	Other Services		Biochemistry			18			1
338	71706.0	58707.0	0	FTF + FTT	4141	Government		Biochemistry	70498.0	57501.0	19	5	16	1
339			0	FTF + FTT	4141	No Wages		Biochemistry			20	992	804	1
340	11434.0	8420.0	0	FTF + FTT	4141	Wages - No NAICS Code		Biochemistry	13246.0	5950.0	21	6	9	1
341			0	FTF + FTT	4152	Agriculture, Forestry, Fishing, & Hunting		Biomedical Physics			1			1
342			0	FTF + FTT	4152	Manufacturing		Biomedical Physics			4			1
343			0	FTF + FTT	4152	Transportation & Warehousing		Biomedical Physics			7			1
344			0	FTF + FTT	4152	Finance & Insurance		Biomedical Physics			9			1
345			0	FTF + FTT	4152	Educational Services		Biomedical Physics			14			1
346			0	FTF + FTT	4152	Health Care & Social Assistance		Biomedical Physics			15			1
347			0	FTF + FTT	4152	Government		Biomedical Physics			19			1
348			0	FTF + FTT	4152	No Wages		Biomedical Physics			20	6		1
349			0	FTF + FTT	4152	Wages - No NAICS Code		Biomedical Physics			21			1
350			0	FTF + FTT	4171	Utilities		Cell and Molecular Biology			2			1
351			0	FTF + FTT	4171	Construction		Cell and Molecular Biology			3			1
352	90208.0	63046.0	0	FTF + FTT	4171	Manufacturing		Cell and Molecular Biology	97245.0	59873.0	4	7	37	1
353			0	FTF + FTT	4171	Wholesale Trade		Cell and Molecular Biology			5			1
354		19323.0	0	FTF + FTT	4171	Retail Trade		Cell and Molecular Biology		11857.0	6		7	1
355			0	FTF + FTT	4171	Information		Cell and Molecular Biology			8			1
356			0	FTF + FTT	4171	Finance & Insurance		Cell and Molecular Biology			9			1
357		52494.0	0	FTF + FTT	4171	Professional, Scientific, & Technical Skills		Cell and Molecular Biology		55567.0	11		11	1
358			0	FTF + FTT	4171	Management of Companies & Enterprises		Cell and Molecular Biology			12			1
359		31037.0	0	FTF + FTT	4171	Admin & Support & Waste Mgmt & Remediation		Cell and Molecular Biology		26667.0	13		8	1
360	74852.0	36287.0	0	FTF + FTT	4171	Educational Services		Cell and Molecular Biology	63056.0	43055.0	14	5	9	1
361	92995.0	47723.0	0	FTF + FTT	4171	Health Care & Social Assistance		Cell and Molecular Biology	86447.0	48447.0	15	12	29	1
362			0	FTF + FTT	4171	Arts, Entertainment, & Recreation		Cell and Molecular Biology			16			1
363		37657.0	0	FTF + FTT	4171	Accommodation & Food Services		Cell and Molecular Biology		23796.0	17		7	1
364			0	FTF + FTT	4171	Other Services		Cell and Molecular Biology			18			1
365	66935.0	57128.0	0	FTF + FTT	4171	Government		Cell and Molecular Biology	62931.0	44459.0	19	9	7	1
366			0	FTF + FTT	4171	No Wages		Cell and Molecular Biology			20	353	269	1
367		18236.0	0	FTF + FTT	4171	Wages - No NAICS Code		Cell and Molecular Biology		12080.0	21		9	1
368			0	FTF + FTT	4181	Construction		Marine Biology			3			1
369			0	FTF + FTT	4181	Wholesale Trade		Marine Biology			5			1
370			0	FTF + FTT	4181	Retail Trade		Marine Biology			6			1
371		37600.0	0	FTF + FTT	4181	Professional, Scientific, & Technical Skills		Marine Biology		33098.0	11		5	1
372			0	FTF + FTT	4181	Educational Services		Marine Biology			14			1
373			0	FTF + FTT	4181	Health Care & Social Assistance		Marine Biology			15			1
374			0	FTF + FTT	4181	Arts, Entertainment, & Recreation		Marine Biology			16			1
375			0	FTF + FTT	4181	Accommodation & Food Services		Marine Biology			17			1
376			0	FTF + FTT	4181	Government		Marine Biology			19			1
377			0	FTF + FTT	4181	No Wages		Marine Biology			20	116	91	1
378			0	FTF + FTT	4181	Wages - No NAICS Code		Marine Biology			21			1
379			0	FTF + FTT	4991	Construction		Biotechnology			3			1
380	70456.0	63014.0	0	FTF + FTT	4991	Manufacturing		Biotechnology	66667.0	58564.0	4	6	28	1
381			0	FTF + FTT	4991	Wholesale Trade		Biotechnology			5			1
382		14303.0	0	FTF + FTT	4991	Retail Trade		Biotechnology		10401.0	6		5	1
383			0	FTF + FTT	4991	Transportation & Warehousing		Biotechnology			7			1
384		62620.0	0	FTF + FTT	4991	Professional, Scientific, & Technical Skills		Biotechnology		62577.0	11		12	1
385			0	FTF + FTT	4991	Admin & Support & Waste Mgmt & Remediation		Biotechnology			13			1
386		32427.0	0	FTF + FTT	4991	Educational Services		Biotechnology		44447.0	14		6	1
387		86627.0	0	FTF + FTT	4991	Health Care & Social Assistance		Biotechnology		89983.0	15		6	1
388			0	FTF + FTT	4991	Arts, Entertainment, & Recreation		Biotechnology			16			1
389			0	FTF + FTT	4991	Accommodation & Food Services		Biotechnology			17			1
390			0	FTF + FTT	4991	Other Services		Biotechnology			18			1
391			0	FTF + FTT	4991	Government		Biotechnology			19			1
392			0	FTF + FTT	4991	No Wages		Biotechnology			20	185	134	1
393			0	FTF + FTT	4991	Wages - No NAICS Code		Biotechnology			21			1
394	39215.0	40157.0	0	FTF + FTT	5011	Agriculture, Forestry, Fishing, & Hunting		Business Administration	23326.0	27644.0	1	32	59	1
395		93587.0	0	FTF + FTT	5011	Mining		Business Administration		110831.0	23		5	1
396	93643.0	84044.0	0	FTF + FTT	5011	Utilities		Business Administration	92548.0	81192.0	2	126	237	1
397	80430.0	63140.0	0	FTF + FTT	5011	Construction		Business Administration	68831.0	58521.0	3	270	582	1
398	82370.0	63132.0	0	FTF + FTT	5011	Manufacturing		Business Administration	73900.0	59932.0	4	799	1,706	1
399	75570.0	56563.0	0	FTF + FTT	5011	Wholesale Trade		Business Administration	64704.0	51330.0	5	825	2,001	1
400	66076.0	49840.0	0	FTF + FTT	5011	Retail Trade		Business Administration	59953.0	46862.0	6	587	1,852	1
401	85937.0	53686.0	0	FTF + FTT	5011	Transportation & Warehousing		Business Administration	62460.0	49556.0	7	248	565	1
402	85004.0	64955.0	0	FTF + FTT	5011	Information		Business Administration	74506.0	60321.0	8	362	947	1
403	83332.0	63906.0	0	FTF + FTT	5011	Finance & Insurance		Business Administration	74592.0	58347.0	9	1,590	3,614	1
404	75127.0	58319.0	0	FTF + FTT	5011	Real Estate & Rental & Leasing		Business Administration	66231.0	54313.0	10	408	905	1
405	80656.0	61512.0	0	FTF + FTT	5011	Professional, Scientific, & Technical Skills		Business Administration	74255.0	59912.0	11	1,209	2,981	1
406	73672.0	60328.0	0	FTF + FTT	5011	Management of Companies & Enterprises		Business Administration	67160.0	60175.0	12	50	122	1
407	62138.0	49071.0	0	FTF + FTT	5011	Admin & Support & Waste Mgmt & Remediation		Business Administration	53784.0	45362.0	13	549	1,544	1
408	55859.0	46710.0	0	FTF + FTT	5011	Educational Services		Business Administration	56069.0	48089.0	14	481	947	1
409	62095.0	49467.0	0	FTF + FTT	5011	Health Care & Social Assistance		Business Administration	56876.0	46499.0	15	529	1,037	1
410	51522.0	46339.0	0	FTF + FTT	5011	Arts, Entertainment, & Recreation		Business Administration	48659.0	42512.0	16	113	291	1
411	50503.0	39620.0	0	FTF + FTT	5011	Accommodation & Food Services		Business Administration	42288.0	37172.0	17	238	732	1
412	58880.0	48205.0	0	FTF + FTT	5011	Other Services		Business Administration	53373.0	44708.0	18	188	423	1
413	44947.0	35921.0	0	FTF + FTT	5011	Non-Classified		Business Administration	25649.0	21264.0	22	23	59	1
414	77739.0	62923.0	0	FTF + FTT	5011	Government		Business Administration	73423.0	59894.0	19	761	1,244	1
415			0	FTF + FTT	5011	No Wages		Business Administration			20	38,122	24,942	1
416	50365.0	34106.0	0	FTF + FTT	5011	Wages - No NAICS Code		Business Administration	25601.0	16677.0	21	527	1,246	1
417			0	FTF + FTT	5012	Construction		Business Education			3			1
418			0	FTF + FTT	5012	Retail Trade		Business Education			6			1
419			0	FTF + FTT	5012	Finance & Insurance		Business Education			9			1
420			0	FTF + FTT	5012	Real Estate & Rental & Leasing		Business Education			10			1
421			0	FTF + FTT	5012	Professional, Scientific, & Technical Skills		Business Education			11			1
422			0	FTF + FTT	5012	Educational Services		Business Education			14			1
423			0	FTF + FTT	5012	No Wages		Business Education			20			1
424		39453.0	0	FTF + FTT	5021	Agriculture, Forestry, Fishing, & Hunting		Accounting		45313.0	1		6	1
425			0	FTF + FTT	5021	Mining		Accounting			23			1
426	95503.0	88067.0	0	FTF + FTT	5021	Utilities		Accounting	98987.0	86834.0	2	12	14	1
427	81170.0	59340.0	0	FTF + FTT	5021	Construction		Accounting	86197.0	66718.0	3	15	28	1
428	95837.0	61081.0	0	FTF + FTT	5021	Manufacturing		Accounting	85134.0	63777.0	4	55	87	1
429	77172.0	53943.0	0	FTF + FTT	5021	Wholesale Trade		Accounting	71700.0	49392.0	5	48	88	1
430	85779.0	50756.0	0	FTF + FTT	5021	Retail Trade		Accounting	64250.0	44345.0	6	33	69	1
431	87789.0	60586.0	0	FTF + FTT	5021	Transportation & Warehousing		Accounting	81135.0	58497.0	7	19	24	1
432	92407.0	67791.0	0	FTF + FTT	5021	Information		Accounting	84788.0	70178.0	8	69	106	1
433	88863.0	70640.0	0	FTF + FTT	5021	Finance & Insurance		Accounting	87354.0	68296.0	9	102	208	1
434	80663.0	68459.0	0	FTF + FTT	5021	Real Estate & Rental & Leasing		Accounting	84614.0	60941.0	10	49	76	1
435	88682.0	69328.0	0	FTF + FTT	5021	Professional, Scientific, & Technical Skills		Accounting	86386.0	71707.0	11	285	752	1
436	88131.0	65330.0	0	FTF + FTT	5021	Management of Companies & Enterprises		Accounting	86782.0	65754.0	12	9	11	1
437	75351.0	53486.0	0	FTF + FTT	5021	Admin & Support & Waste Mgmt & Remediation		Accounting	71228.0	54563.0	13	66	126	1
438	65916.0	56901.0	0	FTF + FTT	5021	Educational Services		Accounting	64433.0	56153.0	14	41	55	1
439	56306.0	49746.0	0	FTF + FTT	5021	Health Care & Social Assistance		Accounting	55608.0	44107.0	15	52	70	1
440	104905.0	60818.0	0	FTF + FTT	5021	Arts, Entertainment, & Recreation		Accounting	97422.0	47027.0	16	7	22	1
441	38056.0	35588.0	0	FTF + FTT	5021	Accommodation & Food Services		Accounting	33678.0	41188.0	17	11	31	1
442	48388.0	57208.0	0	FTF + FTT	5021	Other Services		Accounting	39333.0	60554.0	18	14	27	1
443			0	FTF + FTT	5021	Non-Classified		Accounting			22			1
444	92008.0	69045.0	0	FTF + FTT	5021	Government		Accounting	90628.0	67033.0	19	73	107	1
445			0	FTF + FTT	5021	No Wages		Accounting			20	3,078	2,088	1
446	58180.0	58116.0	0	FTF + FTT	5021	Wages - No NAICS Code		Accounting	41853.0	59552.0	21	72	110	1
447		33127.0	0	FTF + FTT	5041	Agriculture, Forestry, Fishing, & Hunting		Finance		31712.0	1		11	1
448	105794.0	93360.0	0	FTF + FTT	5041	Utilities		Finance	101904.0	93942.0	2	10	11	1
449	64372.0	53694.0	0	FTF + FTT	5041	Construction		Finance	52726.0	55593.0	3	19	50	1
450	83184.0	73321.0	0	FTF + FTT	5041	Manufacturing		Finance	85497.0	68581.0	4	63	156	1
451	99166.0	61146.0	0	FTF + FTT	5041	Wholesale Trade		Finance	58419.0	54003.0	5	68	123	1
452	65194.0	51984.0	0	FTF + FTT	5041	Retail Trade		Finance	61028.0	48904.0	6	48	152	1
453	70123.0	53449.0	0	FTF + FTT	5041	Transportation & Warehousing		Finance	55777.0	51218.0	7	10	62	1
454	86871.0	67841.0	0	FTF + FTT	5041	Information		Finance	81477.0	66473.0	8	98	208	1
455	97782.0	71502.0	0	FTF + FTT	5041	Finance & Insurance		Finance	82208.0	62922.0	9	384	914	1
456	79248.0	60243.0	0	FTF + FTT	5041	Real Estate & Rental & Leasing		Finance	75591.0	56569.0	10	63	135	1
457	89984.0	60237.0	0	FTF + FTT	5041	Professional, Scientific, & Technical Skills		Finance	79289.0	58381.0	11	148	346	1
458	55747.0	90698.0	0	FTF + FTT	5041	Management of Companies & Enterprises		Finance	48903.0	72071.0	12	8	16	1
459	84578.0	48615.0	0	FTF + FTT	5041	Admin & Support & Waste Mgmt & Remediation		Finance	55721.0	44855.0	13	61	181	1
460	69665.0	52312.0	0	FTF + FTT	5041	Educational Services		Finance	68737.0	49598.0	14	45	79	1
461	58695.0	43497.0	0	FTF + FTT	5041	Health Care & Social Assistance		Finance	43921.0	35742.0	15	70	149	1
462	52267.0	47858.0	0	FTF + FTT	5041	Arts, Entertainment, & Recreation		Finance	48509.0	46860.0	16	16	36	1
463	48943.0	38732.0	0	FTF + FTT	5041	Accommodation & Food Services		Finance	46828.0	32769.0	17	22	61	1
464	64842.0	47837.0	0	FTF + FTT	5041	Other Services		Finance	68585.0	48153.0	18	15	48	1
465		39857.0	0	FTF + FTT	5041	Non-Classified		Finance		33567.0	22		8	1
466	81490.0	61884.0	0	FTF + FTT	5041	Government		Finance	83360.0	59234.0	19	73	109	1
467			0	FTF + FTT	5041	No Wages		Finance			20	4,050	2,346	1
468	45341.0	27292.0	0	FTF + FTT	5041	Wages - No NAICS Code		Finance	23771.0	11409.0	21	52	129	1
469		41275.0	0	FTF + FTT	5061	Agriculture, Forestry, Fishing, & Hunting		Management		38761.0	1		11	1
470			0	FTF + FTT	5061	Mining		Management			23			1
471	93368.0	86259.0	0	FTF + FTT	5061	Utilities		Management	95960.0	87290.0	2	17	18	1
472	77997.0	57836.0	0	FTF + FTT	5061	Construction		Management	73114.0	59793.0	3	21	62	1
473	79994.0	63477.0	0	FTF + FTT	5061	Manufacturing		Management	77392.0	58322.0	4	64	148	1
474	76260.0	63697.0	0	FTF + FTT	5061	Wholesale Trade		Management	66124.0	53991.0	5	81	154	1
475	60544.0	54005.0	0	FTF + FTT	5061	Retail Trade		Management	55800.0	52940.0	6	66	241	1
476	80565.0	57295.0	0	FTF + FTT	5061	Transportation & Warehousing		Management	63853.0	52197.0	7	17	46	1
477	77944.0	60026.0	0	FTF + FTT	5061	Information		Management	71556.0	56673.0	8	40	133	1
478	83817.0	63341.0	0	FTF + FTT	5061	Finance & Insurance		Management	77370.0	57136.0	9	168	414	1
479	74116.0	58008.0	0	FTF + FTT	5061	Real Estate & Rental & Leasing		Management	72450.0	55721.0	10	37	129	1
480	82222.0	62140.0	0	FTF + FTT	5061	Professional, Scientific, & Technical Skills		Management	69650.0	54369.0	11	65	192	1
481	87835.0	54953.0	0	FTF + FTT	5061	Management of Companies & Enterprises		Management	96291.0	54783.0	12	5	11	1
482	68756.0	54083.0	0	FTF + FTT	5061	Admin & Support & Waste Mgmt & Remediation		Management	74341.0	50297.0	13	49	139	1
483	56730.0	42669.0	0	FTF + FTT	5061	Educational Services		Management	56036.0	47271.0	14	36	78	1
484	65089.0	46908.0	0	FTF + FTT	5061	Health Care & Social Assistance		Management	62698.0	42705.0	15	60	137	1
485	48047.0	36069.0	0	FTF + FTT	5061	Arts, Entertainment, & Recreation		Management	47345.0	39027.0	16	10	41	1
486	50756.0	45402.0	0	FTF + FTT	5061	Accommodation & Food Services		Management	48735.0	44083.0	17	26	108	1
487	83283.0	45478.0	0	FTF + FTT	5061	Other Services		Management	53451.0	46170.0	18	25	52	1
488		38801.0	0	FTF + FTT	5061	Non-Classified		Management		26415.0	22		9	1
