	_25th_percentile_earnings	_50th_percentile_earnings	_75th_percentile_earnings	average_earnings	campus	entry_status	hegis_at_exit	location	major	number_of_students_found	potential_number_of_students	potential_number_of_students_for_each_year_out_of_school	student_path	year
1566	$20,504	$45,415	$66,096	$44,704	0	FTF + FTT	21044		Deaf Studies	164	1,030	282	1	10
1567	$15,850	$42,892	$75,134	$47,268	0	FTF + FTT	21044		Deaf Studies	66	1,030	109	1	15
1568	$21,042	$34,745	$51,928	$39,463	0	FTF + FTT	21051		Criminal Justice	5,934	8,075	6,812	1	2
1569	$32,527	$50,810	$72,259	$55,059	0	FTF + FTT	21051		Criminal Justice	3,808	8,075	4,670	1	5
1570	$46,702	$69,584	$96,856	$73,356	0	FTF + FTT	21051		Criminal Justice	1,631	8,075	2,120	1	10
1571	$50,655	$80,089	$109,638	$82,851	0	FTF + FTT	21051		Criminal Justice	468	8,075	654	1	15
1572	$22,229	$37,642	$61,359	$46,825	0	FTF + FTT	21991		Fire Protection Administration	330	444	369	1	2
1573	$37,263	$64,310	$100,067	$70,958	0	FTF + FTT	21991		Fire Protection Administration	238	444	265	1	5
1574	$76,624	$106,547	$141,484	$106,512	0	FTF + FTT	21991		Fire Protection Administration	114	444	134	1	10
1575	$83,742	$120,412	$161,341	$125,737	0	FTF + FTT	21991		Fire Protection Administration	50	444	61	1	15
1576	$14,567	$30,642	$50,712	$32,645	0	FTF + FTT	22011		Social Science	195	221	219	1	2
1577	$23,895	$42,285	$59,301	$42,780	0	FTF + FTT	22011		Social Science	170	221	208	1	5
1578	$31,146	$56,707	$73,100	$56,337	0	FTF + FTT	22011		Social Science	126	221	160	1	10
1579	$41,922	$65,367	$83,644	$61,909	0	FTF + FTT	22011		Social Science	29	221	38	1	15
1580	$11,135	$24,019	$36,954	$26,719	0	FTF + FTT	22021		Anthropology	1,216	1,956	1,567	1	2
1581	$17,702	$34,229	$50,135	$36,604	0	FTF + FTT	22021		Anthropology	672	1,956	975	1	5
1582	$26,286	$48,670	$65,780	$48,998	0	FTF + FTT	22021		Anthropology	290	1,956	459	1	10
1583	$39,435	$64,624	$83,827	$72,375	0	FTF + FTT	22021		Anthropology	68	1,956	130	1	15
1584	$22,542	$39,529	$54,160	$41,686	0	FTF + FTT	22041		Economics	1,236	2,028	1,614	1	2
1585	$33,139	$51,129	$68,699	$55,363	0	FTF + FTT	22041		Economics	739	2,028	1,049	1	5
1586	$39,553	$69,881	$100,721	$83,085	0	FTF + FTT	22041		Economics	295	2,028	462	1	10
1587	$43,434	$89,117	$139,017	$101,067	0	FTF + FTT	22041		Economics	78	2,028	142	1	15
1588	$13,347	$25,334	$41,590	$29,305	0	FTF + FTT	22051		History	3,858	5,494	4,702	1	2
1589	$21,464	$41,497	$58,989	$42,709	0	FTF + FTT	22051		History	2,555	5,494	3,321	1	5
1590	$32,371	$58,920	$77,759	$58,269	0	FTF + FTT	22051		History	1,038	5,494	1,446	1	10
1591	$39,928	$74,470	$91,962	$72,437	0	FTF + FTT	22051		History	340	5,494	490	1	15
1592	$14,460	$30,186	$47,810	$33,985	0	FTF + FTT	22063		Geography	893	1,358	1,129	1	2
1593	$27,604	$48,469	$66,884	$48,781	0	FTF + FTT	22063		Geography	537	1,358	764	1	5
1594	$40,587	$69,077	$91,216	$68,416	0	FTF + FTT	22063		Geography	245	1,358	364	1	10
1595	$46,835	$83,064	$101,160	$77,237	0	FTF + FTT	22063		Geography	81	1,358	139	1	15
1596	$14,723	$29,337	$45,007	$32,715	0	FTF + FTT	22071		Political Science	3,345	5,382	4,373	1	2
1597	$24,504	$42,181	$61,824	$46,152	0	FTF + FTT	22071		Political Science	2,149	5,382	2,947	1	5
1598	$33,729	$58,529	$85,157	$65,526	0	FTF + FTT	22071		Political Science	838	5,382	1,286	1	10
1599	$42,372	$71,824	$99,016	$77,738	0	FTF + FTT	22071		Political Science	219	5,382	368	1	15
1600	$18,820	$32,238	$44,589	$33,786	0	FTF + FTT	22081		Sociology	9,686	14,030	11,214	1	2
1601	$27,636	$43,023	$59,079	$45,745	0	FTF + FTT	22081		Sociology	5,925	14,030	7,280	1	5
1602	$36,891	$57,395	$78,627	$60,825	0	FTF + FTT	22081		Sociology	2,403	14,030	3,171	1	10
1603	$44,504	$70,479	$89,742	$71,799	0	FTF + FTT	22081		Sociology	675	14,030	988	1	15
1604	$12,834	$26,923	$39,926	$28,076	0	FTF + FTT	22111		African-American Studies	196	298	242	1	2
1605	$17,621	$30,133	$48,582	$34,820	0	FTF + FTT	22111		African-American Studies	122	298	159	1	5
1606	$15,483	$45,949	$77,217	$52,220	0	FTF + FTT	22111		African-American Studies	44	298	61	1	10
1607	$32,643	$69,345	$97,035	$67,752	0	FTF + FTT	22111		African-American Studies	15	298	23	1	15
1608	$16,615	$28,679	$42,446	$31,110	0	FTF + FTT	22131		Mexican-American Studies	371	502	438	1	2
1609	$26,605	$41,267	$55,111	$41,704	0	FTF + FTT	22131		Mexican-American Studies	254	502	307	1	5
1610	$31,949	$49,813	$71,765	$52,840	0	FTF + FTT	22131		Mexican-American Studies	125	502	159	1	10
1611	$30,572	$57,731	$81,123	$57,968	0	FTF + FTT	22131		Mexican-American Studies	36	502	49	1	15
1612	$17,364	$35,303	$50,674	$36,176	0	FTF + FTT	22141		Urban Studies	241	339	299	1	2
1613	$24,207	$47,271	$69,238	$50,368	0	FTF + FTT	22141		Urban Studies	165	339	217	1	5
1614	$46,670	$76,872	$88,614	$72,390	0	FTF + FTT	22141		Urban Studies	55	339	79	1	10
1615	$61,880	$96,380	$112,983	$85,822	0	FTF + FTT	22141		Urban Studies	13	339	19	1	15
1616	$12,008	$24,196	$37,279	$27,238	0	FTF + FTT	49991		Women's Studies-49991	153	287	203	1	2
1617	$14,097	$35,791	$50,635	$37,049	0	FTF + FTT	49991		Women's Studies-49991	81	287	108	1	5
1618	$20,409	$31,768	$48,779	$36,133	0	FTF + FTT	49991		Women's Studies-49991	26	287	38	1	10
1619					0	FTF + FTT	49991		Women's Studies-49991		287	1	1	15
1620	$13,195	$28,430	$40,451	$27,974	0	FTF + FTT	22991		Ethnic Studies	250	371	300	1	2
1621	$20,528	$36,300	$50,916	$37,706	0	FTF + FTT	22991		Ethnic Studies	166	371	202	1	5
1622	$32,987	$52,866	$71,429	$55,867	0	FTF + FTT	22991		Ethnic Studies	67	371	83	1	10
1623	$54,282	$72,158	$89,137	$70,892	0	FTF + FTT	22991		Ethnic Studies	14	371	17	1	15
1624	$26,863	$52,595	$87,177	$61,492	0	FTF + FTT	22993		Labor Studies	29	42	39	1	2
1625	$58,374	$79,138	$95,870	$76,756	0	FTF + FTT	22993		Labor Studies	22	42	31	1	5
1626	$62,701	$76,777	$95,427	$83,945	0	FTF + FTT	22993		Labor Studies	11	42	17	1	10
1627	$88,738	$103,140	$110,212	$110,376	0	FTF + FTT	22993		Labor Studies	6	42	8	1	15
1628	$11,170	$23,754	$34,010	$22,986	0	FTF + FTT	22999		Women's Studies-22999	76	115	99	1	2
1629	$24,006	$35,442	$45,892	$36,097	0	FTF + FTT	22999		Women's Studies-22999	51	115	58	1	5
1630	$33,997	$58,544	$70,568	$53,703	0	FTF + FTT	22999		Women's Studies-22999	15	115	18	1	10
1631					0	FTF + FTT	22999		Women's Studies-22999	3	115	3	1	15
1632	$12,520	$23,873	$35,467	$25,075	0	FTF + FTT	22997		International Studies	117	222	163	1	2
1633	$20,428	$41,573	$56,297	$44,890	0	FTF + FTT	22997		International Studies	32	222	55	1	5
1634					0	FTF + FTT	22997		International Studies		222		1	10
1635					0	FTF + FTT	22997		International Studies		222		1	15
1636	$16,639	$28,735	$41,356	$30,924	0	FTF + FTT	49011		Environmental Studies	142	276	173	1	2
1637	$30,455	$44,341	$57,497	$42,608	0	FTF + FTT	49011		Environmental Studies	41	276	53	1	5
1638					0	FTF + FTT	49011		Environmental Studies		276		1	10
1639					0	FTF + FTT	49011		Environmental Studies		276		1	15
1640	$14,836	$27,840	$45,850	$30,653	0	FTF + FTT	49017		Women's Studies-49017	13,772	17,649	15,951	1	2
1641	$23,307	$42,247	$57,926	$41,416	0	FTF + FTT	49017		Women's Studies-49017	10,155	17,649	12,519	1	5
1642	$31,271	$57,581	$72,643	$53,316	0	FTF + FTT	49017		Women's Studies-49017	5,254	17,649	7,048	1	10
1643	$42,129	$73,263	$82,969	$64,120	0	FTF + FTT	49017		Women's Studies-49017	1,562	17,649	2,119	1	15
1644					0	FTF + FTT	49017		Women's Studies-49017	2	2	2	1	2
1645					0	FTF + FTT	49017		Women's Studies-49017		2		1	5
1646					0	FTF + FTT	49017		Women's Studies-49017		2		1	10
1647					0	FTF + FTT	49017		Women's Studies-49017		2		1	15
1648	$30,263	$44,317	$55,614	$40,756	0	FTF + FTT	49021		Natural Science	19	28	24	1	2
1649	$32,569	$53,443	$61,524	$45,673	0	FTF + FTT	49021		Natural Science	12	28	17	1	5
1650					0	FTF + FTT	49021		Natural Science	4	28	8	1	10
1651					0	FTF + FTT	49021		Natural Science		28		1	15
1652	$13,508	$32,969	$49,730	$32,789	0	FTF + FTT	49051		Land Resource Management	84	136	102	1	2
1653	$33,381	$55,497	$64,263	$52,856	0	FTF + FTT	49051		Land Resource Management	39	136	58	1	5
1654	$56,126	$63,487	$65,274	$60,093	0	FTF + FTT	49051		Land Resource Management	8	136	9	1	10
1655					0	FTF + FTT	49051		Land Resource Management		136		1	15
1656	$20,661	$38,132	$54,894	$37,942	0	FTF + FTT	49081		Education-49081	408	507	443	1	2
1657	$25,753	$47,988	$60,254	$43,804	0	FTF + FTT	49081		Education-49081	311	507	347	1	5
1658	$40,921	$65,983	$76,113	$58,069	0	FTF + FTT	49081		Education-49081	166	507	199	1	10
1659	$71,101	$82,440	$87,986	$79,063	0	FTF + FTT	49081		Education-49081	15	507	18	1	15
1660	$7,463	$15,208	$25,443	$18,936	0	FTF + FTT	0		Undeclared/Unknown	11,413	16,035	14,590	2	2
1661	$12,648	$24,243	$37,955	$28,194	0	FTF + FTT	0		Undeclared/Unknown	8,628	16,035	11,293	2	5
1662	$19,380	$36,429	$54,866	$43,378	0	FTF + FTT	0		Undeclared/Unknown	4,539	16,035	6,453	2	10
1663	$24,671	$45,369	$68,084	$52,172	0	FTF + FTT	0		Undeclared/Unknown	1,774	16,035	2,787	2	15
1664	$11,054	$31,152	$86,021	$50,821	0	FTF + FTT	12032		Nursing	2,990	3,879	3,700	2	2
1665	$22,234	$51,119	$95,703	$63,043	0	FTF + FTT	12032		Nursing	2,354	3,879	2,899	2	5
1666	$44,985	$81,434	$114,382	$84,737	0	FTF + FTT	12032		Nursing	937	3,879	1,234	2	10
1667	$68,280	$101,510	$128,353	$101,547	0	FTF + FTT	12032		Nursing	329	3,879	472	2	15
1668	$10,629	$21,414	$42,157	$27,848	0	FTF + FTT	1091		Agriculture/Agricultural Science & Horticulture-1091	83	116	107	2	2
1669	$17,273	$29,664	$53,718	$35,703	0	FTF + FTT	1091		Agriculture/Agricultural Science & Horticulture-1091	61	116	89	2	5
1670	$25,732	$45,611	$72,185	$49,822	0	FTF + FTT	1091		Agriculture/Agricultural Science & Horticulture-1091	38	116	61	2	10
1671	$26,571	$45,758	$82,107	$51,388	0	FTF + FTT	1091		Agriculture/Agricultural Science & Horticulture-1091	16	116	29	2	15
1672	$9,397	$17,434	$28,239	$20,941	0	FTF + FTT	1043		Agriculture/Agricultural Science & Horticulture-1043	433	591	563	2	2
1673	$15,528	$24,939	$37,640	$28,346	0	FTF + FTT	1043		Agriculture/Agricultural Science & Horticulture-1043	377	591	505	2	5
1674	$21,714	$37,077	$53,623	$40,380	0	FTF + FTT	1043		Agriculture/Agricultural Science & Horticulture-1043	189	591	287	2	10
1675	$28,798	$49,517	$67,169	$53,326	0	FTF + FTT	1043		Agriculture/Agricultural Science & Horticulture-1043	61	591	95	2	15
1676	$7,444	$22,171	$45,806	$29,438	0	FTF + FTT	1121		Agricultural Business	38	51	50	2	2
1677	$15,416	$40,527	$62,949	$43,282	0	FTF + FTT	1121		Agricultural Business	22	51	35	2	5
1678	$19,095	$53,084	$68,375	$50,298	0	FTF + FTT	1121		Agricultural Business	13	51	24	2	10
1679	$18,934	$75,027	$112,996	$66,211	0	FTF + FTT	1121		Agricultural Business	6	51	11	2	15
1680	$6,118	$14,477	$27,909	$23,273	0	FTF + FTT	1131		Food Science and Technology	37	86	55	2	2
1681	$12,563	$24,498	$46,703	$36,272	0	FTF + FTT	1131		Food Science and Technology	8	86	15	2	5
1682					0	FTF + FTT	1131		Food Science and Technology	4	86	4	2	10
1683					0	FTF + FTT	1131		Food Science and Technology		86		2	15
1684	$9,004	$17,436	$39,130	$26,464	0	FTF + FTT	1993		Agricultural Biology and Plant & Irrigation Science	32	52	49	2	2
1685	$13,723	$31,703	$64,475	$44,968	0	FTF + FTT	1993		Agricultural Biology and Plant & Irrigation Science	19	52	33	2	5
1686	$28,889	$48,980	$113,509	$70,400	0	FTF + FTT	1993		Agricultural Biology and Plant & Irrigation Science	12	52	21	2	10
1687	$48,900	$53,434	$92,463	$82,233	0	FTF + FTT	1993		Agricultural Biology and Plant & Irrigation Science	6	52	10	2	15
1688	$9,726	$23,308	$42,977	$29,156	0	FTF + FTT	2021		Architecture	174	259	240	2	2
1689	$17,380	$33,688	$54,257	$40,066	0	FTF + FTT	2021		Architecture	138	259	183	2	5
1690	$24,482	$43,543	$67,128	$47,349	0	FTF + FTT	2021		Architecture	80	259	117	2	10
1691	$34,547	$57,937	$81,215	$58,935	0	FTF + FTT	2021		Architecture	20	259	35	2	15
1692	$6,791	$14,052	$21,795	$16,121	0	FTF + FTT	2031		Interior Design	45	59	57	2	2
1693	$9,778	$23,951	$30,211	$24,839	0	FTF + FTT	2031		Interior Design	32	59	44	2	5
1694					0	FTF + FTT	2031		Interior Design		59	2	2	10
1695					0	FTF + FTT	2031		Interior Design		59		2	15
1696	$12,304	$20,507	$35,113	$25,643	0	FTF + FTT	2041		Landscape Architecture	157	222	209	2	2
1697	$15,994	$29,305	$47,765	$32,847	0	FTF + FTT	2041		Landscape Architecture	118	222	172	2	5
1698	$22,224	$35,511	$58,154	$44,297	0	FTF + FTT	2041		Landscape Architecture	68	222	114	2	10
1699	$25,582	$57,882	$81,510	$53,706	0	FTF + FTT	2041		Landscape Architecture	32	222	52	2	15
1700	$9,422	$19,899	$38,360	$25,375	0	FTF + FTT	2061		City and Regional Planning	87	115	109	2	2
1701	$17,930	$34,532	$52,820	$37,730	0	FTF + FTT	2061		City and Regional Planning	74	115	92	2	5
1702	$29,538	$57,153	$75,180	$55,047	0	FTF + FTT	2061		City and Regional Planning	47	115	63	2	10
1703	$25,567	$57,784	$76,966	$56,669	0	FTF + FTT	2061		City and Regional Planning	16	115	28	2	15
1704	$18,994	$32,210	$40,931	$28,695	0	FTF + FTT	3071		Asian/East Asian Studies	11	18	15	2	2
1705	$11,038	$20,418	$30,036	$20,968	0	FTF + FTT	3071		Asian/East Asian Studies	5	18	7	2	5
1706					0	FTF + FTT	3071		Asian/East Asian Studies		18	1	2	10
1707					0	FTF + FTT	3071		Asian/East Asian Studies		18	1	2	15
1708	$17,127	$23,642	$34,701	$26,395	0	FTF + FTT	3085		Latin/Central American Studies	36	55	45	2	2
1709	$22,220	$32,771	$42,873	$34,300	0	FTF + FTT	3085		Latin/Central American Studies	28	55	34	2	5
1710	$24,084	$42,382	$64,014	$44,346	0	FTF + FTT	3085		Latin/Central American Studies	8	55	10	2	10
1711					0	FTF + FTT	3085		Latin/Central American Studies		55	2	2	15
1712					0	FTF + FTT	3122		European Studies	3	8	5	2	2
1713					0	FTF + FTT	3122		European Studies	2	8	3	2	5
1714					0	FTF + FTT	3122		European Studies		8		2	10
1715					0	FTF + FTT	3122		European Studies		8		2	15
1716	$4,720	$25,743	$58,695	$37,128	0	FTF + FTT	3131		American Studies	27	64	44	2	2
1717	$23,290	$35,284	$50,829	$44,775	0	FTF + FTT	3131		American Studies	18	64	26	2	5
1718	$7,716	$14,341	$63,999	$31,127	0	FTF + FTT	3131		American Studies	7	64	12	2	10
1719					0	FTF + FTT	3131		American Studies	2	64	4	2	15
1720	$8,418	$16,868	$29,338	$21,661	0	FTF + FTT	4011		Biology	3,676	5,428	4,883	2	2
1721	$14,362	$27,461	$42,784	$32,226	0	FTF + FTT	4011		Biology	2,590	5,428	3,611	2	5
1722	$21,724	$40,133	$58,544	$45,873	0	FTF + FTT	4011		Biology	1,335	5,428	1,944	2	10
1723	$24,722	$45,566	$71,796	$55,261	0	FTF + FTT	4011		Biology	571	5,428	894	2	15
1724	$7,450	$17,368	$28,775	$21,918	0	FTF + FTT	4201		Environmental Biology & Ecology	73	126	106	2	2
1725	$17,702	$28,786	$52,604	$37,550	0	FTF + FTT	4201		Environmental Biology & Ecology	32	126	54	2	5
1726	$4,786	$44,392	$71,258	$63,855	0	FTF + FTT	4201		Environmental Biology & Ecology	7	126	19	2	10
1727	$41,711	$53,362	$55,913	$56,119	0	FTF + FTT	4201		Environmental Biology & Ecology	6	126	12	2	15
1728					0	FTF + FTT	4021		Botany	3	7	7	2	2
1729					0	FTF + FTT	4021		Botany	4	7	7	2	5
1730					0	FTF + FTT	4021		Botany	2	7	3	2	10
1731					0	FTF + FTT	4021		Botany		7	1	2	15
1732	$6,833	$16,779	$25,819	$19,337	0	FTF + FTT	4071		Zoology	85	107	106	2	2
1733	$10,265	$20,360	$34,793	$25,342	0	FTF + FTT	4071		Zoology	59	107	87	2	5
1734	$31,070	$36,033	$51,667	$41,219	0	FTF + FTT	4071		Zoology	24	107	44	2	10
1735	$42,789	$52,234	$56,542	$50,843	0	FTF + FTT	4071		Zoology	9	107	20	2	15
1736	$10,305	$18,601	$21,482	$17,130	0	FTF + FTT	4101		Physiology	8	14	14	2	2
1737	$13,620	$21,201	$28,556	$23,274	0	FTF + FTT	4101		Physiology	5	14	6	2	5
1738					0	FTF + FTT	4101		Physiology		14		2	10
1739					0	FTF + FTT	4101		Physiology		14		2	15
1740	$8,887	$16,709	$34,022	$23,547	0	FTF + FTT	4111		Microbiology	164	276	232	2	2
1741	$13,782	$32,605	$47,639	$35,365	0	FTF + FTT	4111		Microbiology	120	276	171	2	5
1742	$28,201	$45,423	$56,753	$48,898	0	FTF + FTT	4111		Microbiology	60	276	85	2	10
1743	$18,782	$29,734	$65,228	$42,818	0	FTF + FTT	4111		Microbiology	21	276	26	2	15
1744	$7,948	$15,609	$27,891	$20,649	0	FTF + FTT	4141		Biochemistry	693	1,170	963	2	2
1745	$11,600	$24,195	$40,731	$30,704	0	FTF + FTT	4141		Biochemistry	452	1,170	641	2	5
1746	$25,093	$39,721	$63,151	$49,921	0	FTF + FTT	4141		Biochemistry	157	1,170	236	2	10
1747	$19,237	$43,101	$74,699	$52,824	0	FTF + FTT	4141		Biochemistry	56	1,170	94	2	15
1748	$10,738	$12,103	$12,160	$13,062	0	FTF + FTT	4152		Biomedical Physics	5	6	6	2	2
1749	$8,508	$23,536	$32,349	$21,650	0	FTF + FTT	4152		Biomedical Physics	5	6	6	2	5
1750					0	FTF + FTT	4152		Biomedical Physics	2	6	4	2	10
1751					0	FTF + FTT	4152		Biomedical Physics		6		2	15
1752	$7,857	$14,699	$27,839	$19,730	0	FTF + FTT	4171		Cell and Molecular Biology	170	278	233	2	2
1753	$10,681	$20,924	$36,905	$27,198	0	FTF + FTT	4171		Cell and Molecular Biology	82	278	120	2	5
1754	$20,993	$39,382	$57,597	$46,447	0	FTF + FTT	4171		Cell and Molecular Biology	12	278	22	2	10
1755	$8,181	$23,461	$68,066	$46,139	0	FTF + FTT	4171		Cell and Molecular Biology	8	278	13	2	15
1756	$7,791	$11,624	$18,800	$14,181	0	FTF + FTT	4181		Marine Biology	39	51	48	2	2
1757	$17,287	$24,539	$34,575	$27,041	0	FTF + FTT	4181		Marine Biology	25	51	36	2	5
1758					0	FTF + FTT	4181		Marine Biology	2	51	2	2	10
1759					0	FTF + FTT	4181		Marine Biology		51		2	15
1760	$8,923	$16,567	$32,249	$21,850	0	FTF + FTT	4991		Biotechnology	45	78	71	2	2
1761	$12,764	$24,302	$42,383	$30,372	0	FTF + FTT	4991		Biotechnology	41	78	60	2	5
1762	$19,292	$50,115	$71,244	$50,253	0	FTF + FTT	4991		Biotechnology	15	78	28	2	10
1763	$36,299	$65,286	$91,699	$64,866	0	FTF + FTT	4991		Biotechnology	5	78	10	2	15
1764	$12,252	$25,422	$43,177	$31,171	0	FTF + FTT	5011		Business Administration	12,570	17,715	16,260	2	2
1765	$18,098	$34,484	$53,515	$40,720	0	FTF + FTT	5011		Business Administration	9,901	17,715	13,516	2	5
1766	$25,360	$45,180	$68,485	$53,464	0	FTF + FTT	5011		Business Administration	5,290	17,715	7,993	2	10
1767	$29,012	$52,825	$81,965	$64,324	0	FTF + FTT	5011		Business Administration	2,051	17,715	3,327	2	15
1768	$20,701	$42,136	$57,292	$38,639	0	FTF + FTT	5012		Business Education	10	12	12	2	2
1769	$32,222	$55,413	$74,174	$54,200	0	FTF + FTT	5012		Business Education	8	12	12	2	5
1770	$45,065	$56,417	$82,073	$57,415	0	FTF + FTT	5012		Business Education	6	12	11	2	10
1771					0	FTF + FTT	5012		Business Education	4	12	9	2	15
1772	$13,407	$27,092	$43,035	$31,408	0	FTF + FTT	5021		Accounting	1,519	2,132	1,997	2	2
1773	$20,223	$36,331	$54,250	$40,781	0	FTF + FTT	5021		Accounting	1,148	2,132	1,581	2	5
1774	$24,714	$45,893	$66,545	$50,005	0	FTF + FTT	5021		Accounting	601	2,132	891	2	10
1775	$28,853	$50,920	$79,130	$63,489	0	FTF + FTT	5021		Accounting	272	2,132	467	2	15
1776	$12,075	$30,077	$50,112	$36,271	0	FTF + FTT	5041		Finance	791	1,128	1,042	2	2
1777	$18,324	$40,512	$60,019	$48,088	0	FTF + FTT	5041		Finance	577	1,128	844	2	5
1778	$25,874	$51,066	$82,090	$59,290	0	FTF + FTT	5041		Finance	243	1,128	419	2	10
1779	$20,904	$52,717	$90,297	$64,049	0	FTF + FTT	5041		Finance	109	1,128	192	2	15
1780	$9,718	$21,605	$41,349	$29,307	0	FTF + FTT	5061		Management	1,654	2,358	2,181	2	2
1781	$16,503	$32,150	$52,270	$38,393	0	FTF + FTT	5061		Management	1,153	2,358	1,578	2	5
1782	$27,284	$46,815	$78,525	$57,541	0	FTF + FTT	5061		Management	368	2,358	561	2	10
1783	$33,080	$59,912	$89,405	$67,210	0	FTF + FTT	5061		Management	114	2,358	190	2	15
1784	$10,390	$23,750	$29,621	$24,583	0	FTF + FTT	5064		Production and Operations Management	16	25	18	2	2
1785	$17,466	$23,869	$34,493	$31,893	0	FTF + FTT	5064		Production and Operations Management	7	25	12	2	5
1786					0	FTF + FTT	5064		Production and Operations Management	3	25	7	2	10
1787					0	FTF + FTT	5064		Production and Operations Management	1	25	6	2	15
1788	$14,936	$31,610	$57,004	$40,146	0	FTF + FTT	5072		Management Systems Analysis / Operations Research	56	75	68	2	2
1789	$17,298	$37,266	$81,863	$57,021	0	FTF + FTT	5072		Management Systems Analysis / Operations Research	40	75	56	2	5
1790	$36,413	$64,528	$95,663	$82,557	0	FTF + FTT	5072		Management Systems Analysis / Operations Research	21	75	29	2	10
1791	$47,915	$55,044	$93,066	$75,486	0	FTF + FTT	5072		Management Systems Analysis / Operations Research	12	75	17	2	15
1792	$9,422	$20,917	$34,603	$25,305	0	FTF + FTT	5081		Hotel and Restaurant/Hospitality Management	422	594	541	2	2
1793	$17,046	$31,758	$48,602	$35,115	0	FTF + FTT	5081		Hotel and Restaurant/Hospitality Management	290	594	402	2	5
1794	$25,195	$39,801	$57,781	$44,961	0	FTF + FTT	5081		Hotel and Restaurant/Hospitality Management	150	594	236	2	10
1795	$26,490	$44,463	$78,370	$53,781	0	FTF + FTT	5081		Hotel and Restaurant/Hospitality Management	50	594	91	2	15
1796	$9,149	$18,239	$30,956	$23,249	0	FTF + FTT	5083		Travel and Tourism/Tourism Management	74	108	93	2	2
1797	$5,047	$18,701	$32,950	$28,011	0	FTF + FTT	5083		Travel and Tourism/Tourism Management	38	108	46	2	5
1798	$24,502	$28,753	$29,175	$30,529	0	FTF + FTT	5083		Travel and Tourism/Tourism Management	5	108	5	2	10
1799					0	FTF + FTT	5083		Travel and Tourism/Tourism Management	2	108	2	2	15
1800	$10,759	$24,036	$40,861	$29,305	0	FTF + FTT	5091		Marketing	1,224	1,755	1,629	2	2
1801	$16,471	$32,641	$53,123	$42,008	0	FTF + FTT	5091		Marketing	912	1,755	1,270	2	5
1802	$22,291	$45,547	$71,167	$73,837	0	FTF + FTT	5091		Marketing	365	1,755	558	2	10
1803	$34,075	$56,821	$82,473	$100,715	0	FTF + FTT	5091		Marketing	116	1,755	214	2	15
1804	$8,620	$20,415	$37,184	$27,150	0	FTF + FTT	5111		Real Estate	157	255	246	2	2
1805	$13,745	$26,730	$47,861	$33,929	0	FTF + FTT	5111		Real Estate	131	255	219	2	5
1806	$17,231	$38,713	$53,753	$43,257	0	FTF + FTT	5111		Real Estate	49	255	88	2	10
1807	$22,881	$42,504	$125,385	$72,590	0	FTF + FTT	5111		Real Estate	9	255	21	2	15
1808	$10,747	$24,163	$39,245	$28,581	0	FTF + FTT	5131		International Business	560	761	739	2	2
1809	$16,325	$31,854	$52,218	$38,940	0	FTF + FTT	5131		International Business	447	761	657	2	5
1810	$21,783	$39,615	$62,706	$48,601	0	FTF + FTT	5131		International Business	297	761	482	2	10
1811	$25,131	$46,831	$81,592	$60,036	0	FTF + FTT	5131		International Business	154	761	277	2	15
1812	$17,468	$33,791	$48,780	$35,414	0	FTF + FTT	5151		Human Resources/Personnel Management	89	115	111	2	2
1813	$22,562	$42,045	$57,870	$43,223	0	FTF + FTT	5151		Human Resources/Personnel Management	73	115	94	2	5
1814	$31,667	$49,387	$74,463	$52,174	0	FTF + FTT	5151		Human Resources/Personnel Management	33	115	49	2	10
1815	$44,134	$64,601	$84,027	$63,734	0	FTF + FTT	5151		Human Resources/Personnel Management	17	115	29	2	15
1816	$14,121	$26,177	$48,346	$32,420	0	FTF + FTT	5171		Business Economics	64	94	82	2	2
1817	$20,743	$41,622	$52,802	$38,023	0	FTF + FTT	5171		Business Economics	36	94	54	2	5
1818					0	FTF + FTT	5171		Business Economics	1	94	2	2	10
1819					0	FTF + FTT	5171		Business Economics	1	94	1	2	15
1820	$10,572	$23,585	$39,956	$28,968	0	FTF + FTT	5992		Public Relations	312	434	406	2	2
1821	$10,930	$28,639	$49,210	$34,979	0	FTF + FTT	5992		Public Relations	225	434	308	2	5
1822	$19,327	$52,798	$74,887	$54,828	0	FTF + FTT	5992		Public Relations	85	434	137	2	10
1823	$33,304	$54,350	$94,062	$64,861	0	FTF + FTT	5992		Public Relations	24	434	54	2	15
1824	$16,530	$27,732	$43,360	$32,394	0	FTF + FTT	5995		Business Law	34	51	51	2	2
1825	$9,144	$33,560	$46,806	$32,687	0	FTF + FTT	5995		Business Law	31	51	51	2	5
1826	$34,336	$56,938	$79,866	$71,762	0	FTF + FTT	5995		Business Law	28	51	51	2	10
1827	$27,753	$39,804	$80,534	$54,618	0	FTF + FTT	5995		Business Law	17	51	34	2	15
1828	$5,793	$15,223	$24,973	$18,853	0	FTF + FTT	5997		Entrepreneurship & Small Business Management	52	98	74	2	2
1829	$13,054	$27,148	$39,341	$36,608	0	FTF + FTT	5997		Entrepreneurship & Small Business Management	18	98	28	2	5
1830	$13,011	$30,988	$72,751	$38,781	0	FTF + FTT	5997		Entrepreneurship & Small Business Management	7	98	7	2	10
1831					0	FTF + FTT	5997		Entrepreneurship & Small Business Management	1	98	1	2	15
1832	$9,619	$21,577	$35,826	$26,435	0	FTF + FTT	6011		Communications	1,152	1,521	1,429	2	2
